application	biotools_ID
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedsort	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedtobigbed	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedtogenepred	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedtopsl	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedweedoverlapping	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigbedinfo	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigbednameditems	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigbedsummary	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigbedtobed	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigmaftomaf	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigpsltopsl	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigwigaverageoverbed	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigwigcat	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigwigcluster	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigwigcorrelate	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigwiginfo	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bigwigmerge	https://bio.tools/UCSC_Genome_Browser_Utilities
